BillNo,Billdate,NetAmount,Description,ConsigneeName,Transporter,Godown,TotReels,TotWeight,GAmount,VehicleNo,Distributor
KPM/2022-23/4112,09/02/2023,301736,Local,RAHUL PACKING,PARTY TRANSPORT,PM3 GODOWN,19,7696,269407,MH20CT5054,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4114,09/02/2023,151412,Local,M.K.PACKAGING,KHANDESH GOLDEN TRANSPORT,PM2 GODOWN,8,4428,135054,MH18BG4170,VEDANT PACKER PVT. LTD.
KPM/2022-23/4115,09/02/2023,213782,Local,M.K.PACKAGING,KHANDESH GOLDEN TRANSPORT,PM3 GODOWN,11,6252,190686,MH18BG4170,VEDANT PACKER PVT. LTD.
KPM/2022-23/4116,09/02/2023,37993,Local,ARIHANT PACKAGING - VPPL,PARTY TRANSPORT,PM2 GODOWN,2,1059,33888,MH16CC9682,VEDANT PACKER PVT. LTD.
KPM/2022-23/4117,09/02/2023,242705,Local,PACKSMART INDIA PVT LTD,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,14,6922,216701,MH12HD7886,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4118,09/02/2023,736566,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,SANKAT MOCHAN ROADLINES,PM2 GODOWN,14,21005,656406.25,KA566328,KEDAR PAPER CONVERSION
KPM/2022-23/4119,09/02/2023,85373,Local,RADHESHAM WELPACK P LTD - KHED,KSH DISTRIPARKS PVT LTD,PM3 GODOWN,3,2792,76082,MH12QG2613,RADHESHAM WELPACK P LTD
KPM/2022-23/4120,09/02/2023,493450,Local,JAY PACKAGING - B.J.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,18,10490,440580,MH20EG1249,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4121,09/02/2023,133204,Local,ACCU PACK INDUSTRIES - B.J.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,8,3604,118932,MH20GC1249,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4122,09/02/2023,686144,Local,RADHESHAM WELPACK P LTD - KHED,KSH DISTRIPARKS PVT LTD,PM3 GODOWN,22,21645,611471.25,MH12QG2613,RADHESHAM WELPACK P LTD
KPM/2022-23/4123,09/02/2023,119164,Local,S. B. PACKAGING SOLUTIONS -SUPA,PARTY TRANSPORT,PM2 GODOWN,8,3176,106396,MH16AY4113,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4124,09/02/2023,429664,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,12578,383629,MH16AE5789,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/4125,10/02/2023,106411,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM2 GODOWN,7,3270,94830,DD01H9995,TIRUPATI CORRUGATOR - D
KPM/2022-23/4126,10/02/2023,105896,Local,PACKSMART INDIA PVT LTD,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,5,3100,94550,MH12HD7886,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4127,10/02/2023,200312,Local,RADHESHAM WELPACK P LTD - KHED,KSH DISTRIPARKS PVT LTD,PM3 GODOWN,6,6319,178511.75,MH12PQ1509,RADHESHAM WELPACK P LTD
KPM/2022-23/4128,10/02/2023,1008048,Local,SUMEET PACKERS P LTD.-UNIT II,KSH DISTRIPARKS PVT LTD,PM2 GODOWN,35,23078,888503,MH12QG2606,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4129,10/02/2023,167731,Local,SUMEET PACKERS P LTD.-UNIT I,KSH DISTRIPARKS PVT LTD,PM2 GODOWN,6,3840,147840,MH12QG2606,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4130,10/02/2023,321807,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,11,10070,287328,MH12TV3927,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/4131,10/02/2023,61076,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,2,1983,54532.5,MH12TV3927,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/4132,10/02/2023,80425,Local,PACKSMART INDIA PVT LTD,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,4,2244,71808,MH12HD7886,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4133,10/02/2023,891490,Local,TN PACKAGING PVT. LTD.,KSH DISTRIPARKS PVT LTD,PM3 GODOWN,46,24856,782690.5,MH12PQ1512,TN PACKAGING PVT. LTD.
KPM/2022-23/4134,10/02/2023,384941,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,16,11540,343697,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/4135,10/02/2023,192926,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM3 GODOWN,14,5847,171930,DD01H9995,TIRUPATI CORRUGATOR - D
KPM/2022-23/4136,10/02/2023,26814,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM2 GODOWN,2,824,23896,DD1H9995,TIRUPATI CORRUGATOR - D
KPM/2022-23/4137,10/02/2023,325481,Local,DELTA PACKAGING - DR,SELF TRANSPORTER,PM3 GODOWN,13,9884,290608,MH43E7187,DELTA PACKAGING - DR
KPM/2022-23/4138,10/02/2023,408833,Local,RADHESHAM WELPACK P LTD - KHED,KSH DISTRIPARKS PVT LTD,PM2 GODOWN,17,12897,364340.25,MH12PQ1509,RADHESHAM WELPACK P LTD
KPM/2022-23/4139,10/02/2023,164126,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,6,5203,146541.5,MH20BT2012,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/4140,10/02/2023,400021,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,18,12532,357162,MH20BT2012,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/4141,10/02/2023,724227,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),KSH DISTRIPARKS PVT LTD,PM3 GODOWN,21,22228,633498,MH12PQ1514,KRISHNA AGENCIES
KPM/2022-23/4142,10/02/2023,260793,Local,GOPALA KRAFT PACK PVT LTD. - CTC,PARTY TRANSPORT,PM2 GODOWN,13,8661,232618.65,MH04FJ9137,CONTINENTAL TRADE CORPORATION
KPM/2022-23/4143,10/02/2023,329720,Local,INDUSTRIAL PACKAGING PRODUCTS -S,SANKAT MOCHAN ROADLINES,PM3 GODOWN,10,9732,294393,MH20DE6344,SHRINIWAS ENTERPRISES
KPM/2022-23/4145,10/02/2023,445970,Local,PACOPACK,SANKAT MOCHAN ROADLINES,PM3 GODOWN,30,12617,397435.5,MH20GC8521,PACOPACK
KPM/2022-23/4146,10/02/2023,418446,Local,FRIGORIFICO ALLANA PVT LTD.-SE,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,15,11712,373612.8,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/4147,10/02/2023,328540,Local,Mishkit Packaging Industries,SANKAT MOCHAN ROADLINES,PM3 GODOWN,21,9920,292784.5,MH20EG9189,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/4148,10/02/2023,154243,Local,PATEL PACKAGING -PPPL,KHANDESH GOLDEN TRANSPORT,PM2 GODOWN,9,4796,137885,MH19Z3277,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/4149,10/02/2023,738425,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,SANKAT MOCHAN ROADLINES,PM2 GODOWN,14,21058,658062.5,KA561630,KEDAR PAPER CONVERSION
KPM/2022-23/4150,10/02/2023,30101,Local,Mishkit Packaging Industries,SANKAT MOCHAN ROADLINES,PM2 GODOWN,2,925,26825,MH04LE4076,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/4151,10/02/2023,189815,Local,PATEL PACKAGING -PPPL,KHANDESH GOLDEN TRANSPORT,PM3 GODOWN,13,5889,169308.75,MH19Z3277,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/4152,10/02/2023,573533,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,23,17658,503253,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/4153,11/02/2023,173837,Local,Mishkit Packaging Industries,SANKAT MOCHAN ROADLINES,PM3 GODOWN,11,5342,154918,MH04LE4076,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/4154,11/02/2023,376990,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,11713,336598.5,MH20DE1939,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/4155,11/02/2023,335990,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,10526,299991,MH12DT4799,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/4156,11/02/2023,47463,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,2,1541,42377.5,MH12DT4799,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/4157,11/02/2023,346936,Local,PRESTIGE PAPER BOX INDUSTRIES-VP,SANKAT MOCHAN ROADLINES,PM3 GODOWN,21,9449,309454.75,MH20DE6344,VEDANT PACKER PVT. LTD.
KPM/2022-23/4158,11/02/2023,684013,Local,FRIGORIFICO ALLANA PVT LTD.-SE,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,24,19145,610725.5,MH20BT2012,SHRINIWAS ENTERPRISES
KPM/2022-23/4160,11/02/2023,310363,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,9,9237,277110,MH46BM9742,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4161,11/02/2023,420519,Local,FRIGORIFICO ALLANA PVT LTD.-SE,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,15,11770,375463,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/4162,11/02/2023,623513,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,CENTRAL INDIA TRANSPORT AGENCY,PM2 GODOWN,12,17781,555656.25,MH25U8544,KEDAR PAPER CONVERSION
KPM/2022-23/4163,11/02/2023,108004,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,CENTRAL INDIA TRANSPORT AGENCY,PM3 GODOWN,2,3080,96250,MH25U8544,KEDAR PAPER CONVERSION
KPM/2022-23/4164,11/02/2023,299231,Local,FRIGORIFICO ALLANA PVT LTD.-SE,SELF TRANSPORTER,PM3 GODOWN,14,8246,263047.4,MH43E7187,SHRINIWAS ENTERPRISES
KPM/2022-23/4165,11/02/2023,289106,Local,FRIGORIFICO ALLANA PVT LTD.-SE,SELF TRANSPORTER,PM2 GODOWN,10,7967,254147.3,MH43E7187,SHRINIWAS ENTERPRISES
KPM/2022-23/4166,12/02/2023,71552,Local,PRECIOUS PACKER’S,PARTY TRANSPORT,PM3 GODOWN,3,1934,63822,MH20CT0907,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/4167,12/02/2023,97214,Local,PRECIOUS PACKER’S,PARTY TRANSPORT,PM2 GODOWN,4,2843,86711.5,MH20CT0907,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/4169,12/02/2023,108511,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,4,3424,96885,MH17AG2736,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/4170,12/02/2023,177807,Local,ASHWINI ENTERPRISES - SP,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,4944,158598,MH13CU3120,S PAPERS
KPM/2022-23/4171,12/02/2023,240748,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,10,7619,214953.5,MH17AG2736,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/4172,12/02/2023,402762,Local,FRIGORIFICO ALLANA PVT LTD.-SE,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,15,11273,359608.7,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/4173,12/02/2023,245424,Local,S A COROPACK-SP,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,14,7119,218909.25,MH13CU3120,S PAPERS
KPM/2022-23/4174,12/02/2023,349784,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,16,10931,312307.5,MH20BT2012,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/4175,13/02/2023,132915,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,6,4164,118674,MH20BT2012,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/4176,13/02/2023,261686,Local,MULTIPACK INDUSTRIES - VP,SANKAT MOCHAN ROADLINES,PM3 GODOWN,11,5985,233415,MH20CG0057,VEDANT PACKER PVT. LTD.
KPM/2022-23/4177,13/02/2023,93341,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,3,2778,83340,MH46BM9742,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4178,13/02/2023,180130,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM2 GODOWN,7,5361,160830,MH46BM9742,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4179,13/02/2023,21482,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM2 GODOWN,1,685,19180,MH46BM9742,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4180,14/02/2023,47900,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,2,1584,41976,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/4181,14/02/2023,253084,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,9,7792,222072,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/4182,14/02/2023,218108,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,9,6670,191404,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/4183,14/02/2023,34234,Local,RAHUL PACKING,PARTY TRANSPORT,PM3 GODOWN,2,986,30566,MH16CC9682,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4184,14/02/2023,118708,Local,RAHUL PACKING,PARTY TRANSPORT,PM2 GODOWN,6,3419,105989,MH16CC9682,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4186,14/02/2023,156411,Local,GOPALA KRAFT PACK PVT LTD. - CTC,PARTY TRANSPORT,PM3 GODOWN,7,5235,139512.75,MH04GC0852,CONTINENTAL TRADE CORPORATION
KPM/2022-23/4187,14/02/2023,76181,Local,GOPALA KRAFT PACK PVT LTD. - CTC,PARTY TRANSPORT,PM3 GODOWN,3,2460,68019,MH04GC0852,CONTINENTAL TRADE CORPORATION
KPM/2022-23/4188,14/02/2023,144744,Local,GOPALA KRAFT PACK PVT LTD. - CTC,PARTY TRANSPORT,PM3 GODOWN,8,4674,129236.1,MH04GC0853,CONTINENTAL TRADE CORPORATION
KPM/2022-23/4189,14/02/2023,119094,Local,GOPALA KRAFT PACK PVT LTD. - CTC,PARTY TRANSPORT,PM3 GODOWN,6,3990,106333.5,MH04GC0853,CONTINENTAL TRADE CORPORATION
EXP/2022-23/0371,15/02/2023,9620.74,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,18,26002,9620.74,MH43BX5189,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0372,15/02/2023,9531.57,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,18,25761,9531.57,MH43BX4295,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0373,15/02/2023,9591.14,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,18,25922,9591.14,MH46AF8570,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0374,15/02/2023,9328.44,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,18,25212,9328.44,MH43BX4954,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0375,15/02/2023,9807.22,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,22,26506,9807.22,MH43BP0340,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0376,15/02/2023,9581.15,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,26,25895,9581.15,MH43BP0090,INTERNATIONAL PACKAGING CO LLC
KPM/2022-23/4190,15/02/2023,392741,Local,K B Industries - SP,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,17,11121,350311.5,MH20DE1939,S PAPERS
KPM/2022-23/4191,15/02/2023,279818,Local,GREENPACK INDUSTRIES -,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,9,8914,256277.5,MH20AT9122,GREENPACK INDUSTRIES -
KPM/2022-23/4192,15/02/2023,86199,Local,GREENPACK INDUSTRIES -,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,5,2703,77711.25,MH20AT9122,GREENPACK INDUSTRIES -
KPM/2022-23/4193,15/02/2023,228300,Local,GOPALA KRAFT PACK PVT LTD. - CTC,PARTY TRANSPORT,PM3 GODOWN,13,7428,203839.2,MH04JR5472,CONTINENTAL TRADE CORPORATION
KPM/2022-23/4194,15/02/2023,572233,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,23,17618,502113,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/4195,15/02/2023,308983,Local,BIYANI PACKAGING PRIVATE LIMITED,SANKAT MOCHAN ROADLINES,PM3 GODOWN,20,9842,275576,MH04KF6635,BIYANI PACKAGING PRIVATE LIMITED
EXP/2022-23/0377,16/02/2023,9728.04,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,27,26292,9728.04,MH46AF8250,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0378,16/02/2023,9830.16,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,27,26568,9830.16,MH46AR4305,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0379,16/02/2023,9497.53,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,25,25669,9497.53,MH46AR4306,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0380,16/02/2023,9691.04,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,27,26192,9691.04,MH46AF8567,INTERNATIONAL PACKAGING CO LLC
KPM/2022-23/4196,16/02/2023,393744,Local,GANESH ENTERPRISES-S P,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,26,11179,351206,MH20DT0393,S PAPERS
KPM/2022-23/4197,16/02/2023,182547,Local,MAULIKRUPA ENTERPRISES - SP,SANKAT MOCHAN ROADLINES,PM3 GODOWN,12,4897,162825.25,MH48BM3279,S PAPERS
KPM/2022-23/4198,16/02/2023,91055,Local,Lotus Print o Pack Pvt Ltd,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,5,2499,81217.5,MH20BT2012,VEDANT PACKER PVT. LTD.
KPM/2022-23/4199,16/02/2023,309607,Local,MAULIKRUPA PACKAGING-SP,SANKAT MOCHAN ROADLINES,PM3 GODOWN,20,8733,276158.25,MH48BM3279,S PAPERS
KPM/2022-23/4200,16/02/2023,537390,Local,SHARP PACKAGING INDUSTRIES F -16,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,33,14467,479333,MH20BT2012,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/4201,16/02/2023,354097,Local,INDUSTRIAL PACKAGING PRODUCTS -S,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,12,10251,316157.75,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/4202,16/02/2023,280928,Local,SRISHTI KRAFT & METALS INDIA PVT LTD-LTPL,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,23,7993,250828.75,MH20AT9122,LAKHOTIYA TRADERS PVT. LTD.-DRS
KPM/2022-23/4203,16/02/2023,414761,Local,PAACK IN INDIA - SE,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,14,12391,369952.75,MH20GC1249,SHRINIWAS ENTERPRISES
KPM/2022-23/4204,16/02/2023,92024,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,4,2858,83676.5,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/4205,16/02/2023,176566,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,8,5681,157647.75,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/4206,16/02/2023,373161,Local,K B Industries - SP,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,22,10913,332846.5,MH20CT6411,S PAPERS
KPM/2022-23/4207,16/02/2023,593192,Local,FRIGORIFICO ALLANA PVT LTD.-SE,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,26,16603,529635.7,MH20BT2012,SHRINIWAS ENTERPRISES
KPM/2022-23/4208,17/02/2023,564442,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,17,17311,493363.5,MH43BX5185,KRISHNA AGENCIES
KPM/2022-23/4209,17/02/2023,133378,Local,AVADHOOT PAPER PRODUCTS PVT LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,4,4059,116696.25,MH43BX5185,AVADHOOT PAPER PRODUCTS PVT LTD.
KPM/2022-23/4210,17/02/2023,892457,Local,CRAFTED SOLUTIONS,APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,25,26089,783792.5,MH43BX4951,CRAFTED SOLUTIONS
KPM/2022-23/4211,17/02/2023,331308,Local,Om Sai Packaging - Chikhali,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,23,9433,295810.5,MH12DT4799,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4212,17/02/2023,280963,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,8,8362,250860,MH46BU0157,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4213,17/02/2023,253504,Local,GOPALA KRAFT PACK PVT LTD. - CTC,PARTY TRANSPORT,PM3 GODOWN,13,8186,226342.9,MH04FJ9137,CONTINENTAL TRADE CORPORATION
KPM/2022-23/4214,17/02/2023,40396,Local,PNC PACKAGING PVT LTD,PARTY TRANSPORT,PM3 GODOWN,2,1126,36032,MH20EL6562,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/4217,17/02/2023,128765,Local,ALIGN COMPONENTS PVT. LTD. (BUII),PARTY TRANSPORT,PM3 GODOWN,6,4034,114969,MH20EL7325,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/4218,17/02/2023,204456,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,9,6085,182550,MH46BF0146,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4219,17/02/2023,406843,Local,OMKAR PACKAGING INDUSTRIES-BJ,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,28,11453,363253,MH12QW9649,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4220,17/02/2023,199779,Local,GREEN PACKAGING,SABOO TRANSPORT SERVICE,PM3 GODOWN,12,5518,178196,MH12MV4627,S PAPERS
KPM/2022-23/4221,17/02/2023,20265,Local,GREEN PACKAGING,SABOO TRANSPORT SERVICE,PM2 GODOWN,1,598,18687.5,MH12MV4627,S PAPERS
KPM/2022-23/4222,17/02/2023,80744,Local,N R Packaging - SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,5,2136,72021,MH12MV4627,S PAPERS
KPM/2022-23/4223,17/02/2023,583913,Local,CRAFTED SOLUTIONS,APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,20,17755,521350.5,MH43BP0090,CRAFTED SOLUTIONS
KPM/2022-23/4224,17/02/2023,188965,Local,CRAFTED SOLUTIONS,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,7,5417,165218.5,MH43BP0090,CRAFTED SOLUTIONS
KPM/2022-23/4225,17/02/2023,26979,Local,CRAFTED SOLUTIONS,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,1,752,23688,MH43BP0090,CRAFTED SOLUTIONS
KPM/2022-23/4226,17/02/2023,108989,Local,AKANKSHA PACKS - DR,PARTY TRANSPORT,PM3 GODOWN,5,3353,97127.5,MH20DE3932,AKANKSHA PACKS - DR
KPM/2022-23/4227,17/02/2023,113792,Local,OM PACKAGING INDUSTRIES,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,7,3138,101498.5,MH20AT9122,VEDANT PACKER PVT. LTD.
KPM/2022-23/4228,17/02/2023,348737,Local,Vyankatesh Packaging -VP,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,15,9134,311061,MH20AT9122,VEDANT PACKER PVT. LTD.
KPM/2022-23/4229,18/02/2023,467127,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,16,14382,409887,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/4230,18/02/2023,346214,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,13,10752,309120,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/4231,18/02/2023,117967,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,6,3632,103512,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/4232,18/02/2023,175762,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,6,5231,156930,MH46F5399,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/4233,18/02/2023,69634,Local,FRIGORIFICO ALLANA PVT LTD.-SE,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,3,1949,62173.1,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/4234,18/02/2023,304903,Local,FRIGORIFICO ALLANA PVT LTD.-SE,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,8534,272234.6,MH20AT9122,SHRINIWAS ENTERPRISES
